track,id,playlist_id,mode,key,variable,value
Left With The Wolves,0HFAsJi2Hj9NbujFRDkgVK,3FInOSJaKv5QzLQrd3lCgA,0.0,2.0,tempo_normalized,0.14556595433344507
Northern Rivers,35fjdJoonFREBTAEAe5IoT,3FInOSJaKv5QzLQrd3lCgA,1.0,5.0,tempo_normalized,0.32247050574642555
Mr. Brightside,1KOAr3G8LaibCpHeaWtL2u,5U2MYFAcQ3yT7XbHYgGPmb,1.0,1.0,tempo_normalized,0.1033137213059781
Lost Cause,5kP7NFMktzZ0FyaAbg7mHN,3FInOSJaKv5QzLQrd3lCgA,1.0,8.0,tempo_normalized,0.23000945035515039
Vivir (with Estopa),0n2lJjskWdFCvLI3ExAGha,3FInOSJaKv5QzLQrd3lCgA,1.0,8.0,tempo_normalized,0.1549858244672743
Busca Adentro,5vUZc2YujH2pAoGWtsHcvY,3FInOSJaKv5QzLQrd3lCgA,1.0,0.0,tempo_normalized,0.16272901868731515
Magia en Caos,4vcm7fWwEo5HPQE9Nki1Tx,3FInOSJaKv5QzLQrd3lCgA,1.0,6.0,tempo_normalized,0.15038258695850987
Old & Grey,4A8V9lYTmf9LMQ0sZ3ndXr,3FInOSJaKv5QzLQrd3lCgA,0.0,2.0,tempo_normalized,0.3090875834527329
Somebodies,5495ECvEU6OWF12NniRjEY,3FInOSJaKv5QzLQrd3lCgA,1.0,10.0,tempo_normalized,0.48407157881901036
Thirteen Sad Farewells,03RFScByLwJTxTme6n4BpP,3FInOSJaKv5QzLQrd3lCgA,1.0,6.0,tempo_normalized,0.2904612383013749
Like a River,0LqcdN6104AK55dUCiYF1a,3FInOSJaKv5QzLQrd3lCgA,1.0,3.0,tempo_normalized,0.33161601073072583
Tan a gustito,23s8yqviXTS7rYZD4tQuzG,3FInOSJaKv5QzLQrd3lCgA,1.0,7.0,tempo_normalized,0.23104594092003775
Days of Our Lives,2ixiA4aH4VWCatWcqjvX2k,3FInOSJaKv5QzLQrd3lCgA,1.0,3.0,tempo_normalized,0.24208151693442673
Stick Season,0GNVXNz7Jkicfk2mp5OyG5,3FInOSJaKv5QzLQrd3lCgA,1.0,9.0,tempo_normalized,0.199402493674359
Galicia - En Directo en acústico,6YT1amT59hvbSyGfEIJMoX,3FInOSJaKv5QzLQrd3lCgA,0.0,11.0,tempo_normalized,0.25055635155321154
Esa Es la Respuesta,15dK9vYA6N27LMANaXvDMW,3FInOSJaKv5QzLQrd3lCgA,1.0,5.0,tempo_normalized,0.2555863792945767
This Could Be,1B3q53I9zJk6NROKVE3EBz,3FInOSJaKv5QzLQrd3lCgA,1.0,9.0,tempo_normalized,0.2905222083346035
Out of the Water,0bTXasxtrwOAMa1L6DDNaX,3FInOSJaKv5QzLQrd3lCgA,1.0,0.0,tempo_normalized,0.21903484437399012
La habitación prohibida,3RqFIvHHgnYl52j9UNjb7Z,3FInOSJaKv5QzLQrd3lCgA,1.0,7.0,tempo_normalized,0.24113648141938235
Think About You,3Kuu5vASpXK8oRsxOvau6P,35oLMiAK4VM2T0ek3PTPIc,1.0,10.0,tempo_normalized,0.22854616955766235
What I Do,4mTGhomXLeE4efEb58w2RY,3FInOSJaKv5QzLQrd3lCgA,0.0,5.0,tempo_normalized,0.22110782550376487
Toralla,4rhHAWgMR5UbQuvEQHs8qH,3FInOSJaKv5QzLQrd3lCgA,1.0,5.0,tempo_normalized,0.3506081760814559
Les Merdes,2GDWy8sF5f8V9ryQlCoJA7,3FInOSJaKv5QzLQrd3lCgA,1.0,4.0,tempo_normalized,0.20617016736274116
Desperté,48mJyMMZs8wVWd3GzlAehh,3FInOSJaKv5QzLQrd3lCgA,1.0,1.0,tempo_normalized,0.35161418162972896
A Volar,65aTVZSJzFka4sXrlVeqo5,3FInOSJaKv5QzLQrd3lCgA,1.0,11.0,tempo_normalized,0.23360668231564183
Zalamera (Sístole),2bEYlIm1YoQ4MzIy7YNnTS,3FInOSJaKv5QzLQrd3lCgA,1.0,6.0,tempo_normalized,0.23708197420967586
No Te Lo Diría,5GkAU2edbh0jRmuMJNHviz,3FInOSJaKv5QzLQrd3lCgA,1.0,7.0,tempo_normalized,0.23494802304667253
Winter Winds,73TSiedpNHa7Ti0XixxTZi,3FInOSJaKv5QzLQrd3lCgA,1.0,7.0,tempo_normalized,0.2012620796878334
Iffy,26jTwp6phFiELR3454BUTk,3FInOSJaKv5QzLQrd3lCgA,1.0,10.0,tempo_normalized,0.3158247721245008
Reunite,3FZp9Dzst1a9cnVJuxxtvH,3FInOSJaKv5QzLQrd3lCgA,0.0,1.0,tempo_normalized,0.3777093558515989
"Welcome Home, Son",13PUJCvdTSCT1dn70tlGdm,3FInOSJaKv5QzLQrd3lCgA,1.0,6.0,tempo_normalized,0.27649910069200984
Creature Of The Night,0jgaFTvDHzI7V7DIoTf0BW,3FInOSJaKv5QzLQrd3lCgA,1.0,2.0,tempo_normalized,0.3337499618937292
Angela (Single Version),5kGBSOrKYmhRfdPBw4xD8D,3FInOSJaKv5QzLQrd3lCgA,1.0,4.0,tempo_normalized,0.23150321616925276
We're On Our Way,70QynIAwYJGIIN0ZYA3VKE,3FInOSJaKv5QzLQrd3lCgA,1.0,7.0,tempo_normalized,0.3643264335579063
In Your Arms,7fKF4HdftIEt3lLAy3rDG6,3FInOSJaKv5QzLQrd3lCgA,1.0,5.0,tempo_normalized,0.30103953906654873
A Mi Manera,5tFCHPbtz4plGwDnH2b1QV,3FInOSJaKv5QzLQrd3lCgA,1.0,9.0,tempo_normalized,0.2814986434167606
Viaje Sin Vuelta,0Wb8sPg5hVeroHV6n1oY9F,3FInOSJaKv5QzLQrd3lCgA,1.0,0.0,tempo_normalized,0.12812852483004603
Chica Formal,0nfvHDpj842OWSqpVe1Llb,3FInOSJaKv5QzLQrd3lCgA,1.0,9.0,tempo_normalized,0.12093406090906317
Para Mi Eres Verano,3QqQMMEOGTRkeyfVpBIStB,3FInOSJaKv5QzLQrd3lCgA,1.0,1.0,tempo_normalized,0.23766118952534823
Tirando Balas,15I8CL9krCHIiwZvac61yl,3FInOSJaKv5QzLQrd3lCgA,0.0,1.0,tempo_normalized,0.17492302533304876
A Song for the Drunk and Broken Hearted,2my0HGJw82GQrF3xhnTUVS,3FInOSJaKv5QzLQrd3lCgA,1.0,2.0,tempo_normalized,0.2599762216870408
Missing You (with Ashe),7xtsuU7WlDNmTzUQ32oQ7r,3FInOSJaKv5QzLQrd3lCgA,0.0,0.0,tempo_normalized,0.3594488308996128
wildfire,5qz7zyJ2YAhER8DXTcRyQg,3FInOSJaKv5QzLQrd3lCgA,1.0,4.0,tempo_normalized,0.41197451452611034
when she was mine,3BFOZt5LkXJsLRGUxh8Niv,3FInOSJaKv5QzLQrd3lCgA,1.0,9.0,tempo_normalized,0.23156418620248143
Feels So Easy,53m2qiG26iGnHb3ygFFDp2,3FInOSJaKv5QzLQrd3lCgA,0.0,6.0,tempo_normalized,0.29860073773740203
Down to the Sea,5zDKhDqRbiCPAPbh2M2Ave,3FInOSJaKv5QzLQrd3lCgA,1.0,6.0,tempo_normalized,0.37133798737920304
Permafrost,47aKE9cfKLyecAsxL2OaEC,3FInOSJaKv5QzLQrd3lCgA,1.0,6.0,tempo_normalized,0.23552723836234482
I Will Follow You into the Dark,3kZC0ZmFWrEHdUCmUqlvgZ,3FInOSJaKv5QzLQrd3lCgA,1.0,5.0,tempo_normalized,0.36091211169710086
No Pasarán,01qqX42EpmyAS6mOTKzBB0,3FInOSJaKv5QzLQrd3lCgA,1.0,7.0,tempo_normalized,0.3120751150809377
Wandering Child,0BIubA1OOVNkFtkZXBe3gP,3FInOSJaKv5QzLQrd3lCgA,1.0,2.0,tempo_normalized,0.34454165777520346
Las Bestias Que Me Acompañan,3cM4LmOelaNH1fKOrpgp09,3FInOSJaKv5QzLQrd3lCgA,1.0,2.0,tempo_normalized,0.36283266774380385
The Story I Heard,1eU942t2SHtSRIQlVSckQc,3FInOSJaKv5QzLQrd3lCgA,1.0,1.0,tempo_normalized,0.3812456177788616
Cecilia,6QhXQOpyYvbpdbyjgAqKdY,3FInOSJaKv5QzLQrd3lCgA,1.0,0.0,tempo_normalized,0.2582995457732524
No Mystery,3nFK0U2hAeDFptgFqcHFm3,3FInOSJaKv5QzLQrd3lCgA,1.0,2.0,tempo_normalized,0.35460171325793366
First Day Of My Life,5OiaAaIMYlCZONyDBxqk4G,3FInOSJaKv5QzLQrd3lCgA,1.0,4.0,tempo_normalized,0.5069658262963753
Purple,5zzbToGMuEli0E7RVFIhDA,3FInOSJaKv5QzLQrd3lCgA,1.0,7.0,tempo_normalized,0.2157729475962564
cómo cuándo y dónde,7JHGipL0wFFuyl54Zknic0,3FInOSJaKv5QzLQrd3lCgA,1.0,0.0,tempo_normalized,0.30174069444867846
Give Me The Reason,7d6ECwiSQEikOrJt5SNWMo,3FInOSJaKv5QzLQrd3lCgA,1.0,8.0,tempo_normalized,0.12032436057677648
te quiero,6INB0ZM2IkuHlzDbQutZUB,3FInOSJaKv5QzLQrd3lCgA,1.0,2.0,tempo_normalized,0.2091576989909459
Fuentes de Ortiz,0akyEssGRVHstqCSWXusJL,3FInOSJaKv5QzLQrd3lCgA,1.0,1.0,tempo_normalized,0.4288327287138371
We’re All Gonna Die (with Noah Kahan),2Eb2TKNAaE15Fqd4A3MFWU,3FInOSJaKv5QzLQrd3lCgA,1.0,0.0,tempo_normalized,0.1572112306801207
Erosión,5bb18W0LTn2l7HJA2JYH3R,3FInOSJaKv5QzLQrd3lCgA,1.0,2.0,tempo_normalized,0.2593360363381398
A Thousand Years,5h5CQwgjgQrBUacsqR2zR7,3FInOSJaKv5QzLQrd3lCgA,1.0,2.0,tempo_normalized,0.18074566350638657
anew,6jqPq7luKOClUEJrhbH0qy,3FInOSJaKv5QzLQrd3lCgA,1.0,1.0,tempo_normalized,0.3355790628905892
colour in life,6MKw0vVRAtO5gs8G96IkQZ,3FInOSJaKv5QzLQrd3lCgA,1.0,2.0,tempo_normalized,0.3575282748529097
Island - Acoustic Version,0kPTPdtltbyxVmQJ6NIO5C,3FInOSJaKv5QzLQrd3lCgA,1.0,2.0,tempo_normalized,0.18967777337438643
Take You Home,3xc9WBrfURBKh7TfwWajxe,7ozIozDp260fjNOZy1yzRG,1.0,2.0,tempo_normalized,0.27250556351553207
Before the Sun Sets,7j5IEblPv4Q15WE667AlGb,7ozIozDp260fjNOZy1yzRG,1.0,7.0,tempo_normalized,0.2112916501539493
Stay by My Side,2wk7mBr6JlorYMwESY7lyi,7ozIozDp260fjNOZy1yzRG,1.0,9.0,tempo_normalized,0.24311800749931403
Torn,2SWyPUuh4xfYkH7EUH5qgZ,7ozIozDp260fjNOZy1yzRG,1.0,9.0,tempo_normalized,0.3727098131268481
Like a Dream,6gOFS1DicuJRiLSB4ZDorp,7ozIozDp260fjNOZy1yzRG,1.0,0.0,tempo_normalized,0.4723653324391061
Quicksand,0jV2HSzU144aRkPJ198PpC,5U2MYFAcQ3yT7XbHYgGPmb,0.0,11.0,tempo_normalized,0.0955400420693229
When It Rains,2mKVViSvCCrm6dzBCuLWyd,7ozIozDp260fjNOZy1yzRG,0.0,10.0,tempo_normalized,0.40197542907660877
Into the Blue,7zMHxNIw0M00Bqfg7zwjxj,7ozIozDp260fjNOZy1yzRG,0.0,0.0,tempo_normalized,0.27863305185501325
Let Us Drive,4rLVsInGwwMytBFC1hCmT1,7ozIozDp260fjNOZy1yzRG,1.0,0.0,tempo_normalized,0.3021674846812791
Chevrolet,34MZNSs5u18dx1iAazOdjj,7ozIozDp260fjNOZy1yzRG,1.0,7.0,tempo_normalized,0.23784409962503422
Take Me Home,2gOZen8zPpGCJSFqdsHpJQ,7ozIozDp260fjNOZy1yzRG,0.0,7.0,tempo_normalized,0.30396610066152485
Quickly,311xHkveXLppO3QQyLOpqt,7ozIozDp260fjNOZy1yzRG,0.0,8.0,tempo_normalized,0.42627198731823307
You Got Me,1DCTUID28mJuPybdseYbyz,7ozIozDp260fjNOZy1yzRG,1.0,11.0,tempo_normalized,0.5903728317531932
Close to You,6YLthiS7dxeABA8sEkJfU8,7ozIozDp260fjNOZy1yzRG,0.0,0.0,tempo_normalized,0.3018016644819071
Falling for You,3fNPuMvBgkGbl0zzYO9FFi,7ozIozDp260fjNOZy1yzRG,1.0,9.0,tempo_normalized,0.29475962564399594
Key,1j2uOajBXtB0dV7gmaUIwG,7ozIozDp260fjNOZy1yzRG,1.0,1.0,tempo_normalized,0.21876047922446112
Rhythm of My Heart,6Geuq74b7to0pztVl8oyXi,7ozIozDp260fjNOZy1yzRG,0.0,1.0,tempo_normalized,0.33179892083041185
One Track Mind,2TL5DbAuGmtLS0V6IlszFO,7ozIozDp260fjNOZy1yzRG,1.0,11.0,tempo_normalized,0.2200713349388775
Lonely,4fwo6czG5nvOQMzhOto1ya,35oLMiAK4VM2T0ek3PTPIc,1.0,1.0,tempo_normalized,0.14410267353595704
I Wanna Go,5GXOvoBf9PGIfmpjHf7Bo6,7ozIozDp260fjNOZy1yzRG,0.0,11.0,tempo_normalized,0.3812456177788616
In the Dark,5MnMS8DIB4oIdbaFRqgiC6,7ozIozDp260fjNOZy1yzRG,0.0,7.0,tempo_normalized,0.2940279852452519
Only Thing,4NXyx7lOlbdgXEkQS1G867,7ozIozDp260fjNOZy1yzRG,0.0,11.0,tempo_normalized,0.2610736822851568
Somebody Like Me,5AVfX7NjTn8UbzgFqjTCmU,7ozIozDp260fjNOZy1yzRG,0.0,5.0,tempo_normalized,0.354815108374234
Only Reason,42RyzO6l9jzQrN8P89n7mD,7ozIozDp260fjNOZy1yzRG,1.0,10.0,tempo_normalized,0.24098405633631062
Mojave Desert,13AKH66fMMh2o11TdLuAsJ,7ozIozDp260fjNOZy1yzRG,1.0,7.0,tempo_normalized,0.29582660122549764
On Repeat,1Ik8e3jklNYguREjAai4kb,7ozIozDp260fjNOZy1yzRG,1.0,0.0,tempo_normalized,0.42831448343139344
Stay,7lDyDUl4JSlFLoSb8mJLdf,7ozIozDp260fjNOZy1yzRG,0.0,1.0,tempo_normalized,0.1927872450690485
So Easy to Love You,52yq0r1kM8K6ZhAdcyZvJu,7ozIozDp260fjNOZy1yzRG,1.0,5.0,tempo_normalized,0.22171752583605153
Alaska,6hxdw7ZDj7dmhpEo1TB0Fh,7ozIozDp260fjNOZy1yzRG,1.0,8.0,tempo_normalized,0.5304392890894125
Waiting for You,4tcEEy1KtphxaPExIKgpdm,7ozIozDp260fjNOZy1yzRG,0.0,6.0,tempo_normalized,0.37877633143310063
Rhythm of Your Heartbeat,5mNguZtsGMo0KSiPoEsvf4,7ozIozDp260fjNOZy1yzRG,1.0,1.0,tempo_normalized,0.23272261683382614
9 PM,0R6iI9Z9Zj0h6BvHO4o2P9,7ozIozDp260fjNOZy1yzRG,1.0,0.0,tempo_normalized,0.48888821144407524
London,7hS3i9y9gi81OOFT1rCfSU,4MdI4iitwoDXP7odDScsfN,0.0,2.0,tempo_normalized,0.6200957229521689
What I Have with You,76yso71etUd9iGbm1tqR0a,7ozIozDp260fjNOZy1yzRG,1.0,2.0,tempo_normalized,0.25564734932780536
Tomorrow's on The Way,1hF7lbb1oFwWJKcJlziywN,7ozIozDp260fjNOZy1yzRG,0.0,2.0,tempo_normalized,0.23375910739871347
Holds the Light,4jZ9jTZGCd0pi2MDd01rAi,7ozIozDp260fjNOZy1yzRG,1.0,9.0,tempo_normalized,0.19790872786025665
Malibu,7J54b6dPrL7obVHhxtSAJf,7ozIozDp260fjNOZy1yzRG,0.0,11.0,tempo_normalized,0.310916684449593
Dancing with The Moon,5irDsMKJAVAMTbTC8NChLy,7ozIozDp260fjNOZy1yzRG,1.0,5.0,tempo_normalized,0.26531109959454924
The Sun,5xy8yHtC2E9mbVT45Z1VpO,7ozIozDp260fjNOZy1yzRG,1.0,11.0,tempo_normalized,0.5263542968630918
Whole Again,7eC4yTQFVjBcpgGZvnKM7I,7ozIozDp260fjNOZy1yzRG,1.0,2.0,tempo_normalized,0.17553272566533545
Letter to Myself,2fQcm1vT4hCJVhKOEy1p0S,7ozIozDp260fjNOZy1yzRG,0.0,2.0,tempo_normalized,0.4301740694448678
Existe El Amor,1vrFjapAsAdYA2Xmtry5de,7ozIozDp260fjNOZy1yzRG,1.0,7.0,tempo_normalized,0.24455080328018777
Control,3djwGcSC2YIagLorz2iP4f,7ozIozDp260fjNOZy1yzRG,1.0,5.0,tempo_normalized,0.2206200652379355
Illusion,1aDbLTKZNElms1Fe9lIFCJ,7ozIozDp260fjNOZy1yzRG,0.0,11.0,tempo_normalized,0.4157851416029021
Joshua Tree,5H4s0E08rg6xIOl4hELDVr,7ozIozDp260fjNOZy1yzRG,0.0,7.0,tempo_normalized,0.2768954059079962
Almost a Lover,2Kz5VfjMtgbvEOfUc0RU2F,7ozIozDp260fjNOZy1yzRG,0.0,5.0,tempo_normalized,0.4066091516019876
Ocean View,3lTwoQPiDlJqn6dRoE0Adl,7ozIozDp260fjNOZy1yzRG,1.0,1.0,tempo_normalized,0.4188336432643355
Ocean Eyes,4l7gfaL2EDvuJWEuLcNpvA,7ozIozDp260fjNOZy1yzRG,0.0,2.0,tempo_normalized,0.3210377099655519
Endlessly,0R0amVg7jBzXUfvf34GVjN,7ozIozDp260fjNOZy1yzRG,0.0,1.0,tempo_normalized,0.25881779105569613
Waves,51Niq8mjtu6yahtgfoekMx,7ozIozDp260fjNOZy1yzRG,0.0,11.0,tempo_normalized,0.4231015455903423
Swim,7qHfaAlihkWeA4Xu60v3Pi,7ozIozDp260fjNOZy1yzRG,1.0,6.0,tempo_normalized,0.3484132548852239
Monument Valley,0hdwByRwt345Z5nbtkFZc5,7ozIozDp260fjNOZy1yzRG,1.0,7.0,tempo_normalized,0.3562174191384934
Good Vibes,6iM5YlBhftinw3qHJdd2qp,7ozIozDp260fjNOZy1yzRG,1.0,0.0,tempo_normalized,0.17007590769136965
I Lost My Mind,1zj1h0jwSvO5nMMUW1deH0,7ozIozDp260fjNOZy1yzRG,1.0,2.0,tempo_normalized,0.42624150230161867
Lullaby,5xzCzOAOfRi4DOttSzvznR,5U2MYFAcQ3yT7XbHYgGPmb,0.0,5.0,tempo_normalized,0.10727677346584152
Let Go,1gaECOseSdxvwqwhIMM02s,35oLMiAK4VM2T0ek3PTPIc,1.0,6.0,tempo_normalized,0.2322348565679968
A Love that Loves,7rpO4TBnlWVI01Z63HsJie,7ozIozDp260fjNOZy1yzRG,1.0,9.0,tempo_normalized,0.18976922842422944
Moonlight,1RuxVeNflSBKHfPiejlnu0,7ozIozDp260fjNOZy1yzRG,1.0,0.0,tempo_normalized,0.49367435905252566
I'll Be Alright,0oflTn1bxRy8HLcB2TLxQ8,7ozIozDp260fjNOZy1yzRG,1.0,1.0,tempo_normalized,0.24570923391153246
Alright,2AT6iuC1jTaRBQZC6uZBQO,7ozIozDp260fjNOZy1yzRG,0.0,11.0,tempo_normalized,0.29799103740511534
Sunset in Rio,6xJnWw2JoaQq6x07zRQScT,7ozIozDp260fjNOZy1yzRG,1.0,0.0,tempo_normalized,0.4776697253300002
Looking for You,4Hh6lJfX2pOVPqdfJ8GmZv,7ozIozDp260fjNOZy1yzRG,0.0,1.0,tempo_normalized,0.2661341950431363
Closer,3EyDxY5rUqi8j9O2q6xDrR,7ozIozDp260fjNOZy1yzRG,0.0,9.0,tempo_normalized,0.4629149772886626
Dive,0Npijoc6ZcUe1devUugKvI,35oLMiAK4VM2T0ek3PTPIc,1.0,4.0,tempo_normalized,0.14038350150900827
Time Flies,0HdU6Pg9HZWGipERHy7lOL,7ozIozDp260fjNOZy1yzRG,1.0,5.0,tempo_normalized,0.31347742584519706
Aurora,5w6aGaLoE1WT3i4Gtb6fzg,7ozIozDp260fjNOZy1yzRG,0.0,11.0,tempo_normalized,0.45200134134073094
You're My Lover,7pGeQ9LAiV8x1QBDhDT0D0,7ozIozDp260fjNOZy1yzRG,0.0,3.0,tempo_normalized,0.42712556778343436
Breathing,72swvLCB5CIcNniL0vfdBR,7ozIozDp260fjNOZy1yzRG,0.0,0.0,tempo_normalized,0.3156723470414291
When the Sun Goes Down,3CYywPs4SSwgRMpZlepTOn,7ozIozDp260fjNOZy1yzRG,0.0,9.0,tempo_normalized,0.31484925159284205
Just Fine,3tsb6NqVhQ0PqR8viUwOXz,7ozIozDp260fjNOZy1yzRG,1.0,2.0,tempo_normalized,0.20510319178123948
Live a Life You Will Remember,5QBSUwkRrgbcdAx1SDL9Th,7ozIozDp260fjNOZy1yzRG,0.0,3.0,tempo_normalized,0.3485351949516812
Wicked Game,4OEE7CM5jUOpd0x4eQX2rp,35oLMiAK4VM2T0ek3PTPIc,1.0,9.0,tempo_normalized,0.2355577233789592
Big Jet Plane,2oVpWn6Pbu50qCkEPBdOlr,7ozIozDp260fjNOZy1yzRG,1.0,1.0,tempo_normalized,0.3894460872481175
Thunder,2euCLKbDdCVZ879kHSAAeH,7ozIozDp260fjNOZy1yzRG,1.0,4.0,tempo_normalized,0.22342468676645424
Sleepless Nights,2DxY2h8fnjo9cLlchKgpnf,7ozIozDp260fjNOZy1yzRG,0.0,2.0,tempo_normalized,0.32649452793951766
Getting There,1YdUjBLiapo6at7XhMn0mq,7ozIozDp260fjNOZy1yzRG,0.0,2.0,tempo_normalized,0.24372770783160072
In My Mind,0E9ZjEAyAwOXZ7wJC0PD33,5U2MYFAcQ3yT7XbHYgGPmb,1.0,6.0,tempo_normalized,0.15062646709142452
Break,21IRL6dPr9fv7WGsGgHMXG,7ozIozDp260fjNOZy1yzRG,0.0,9.0,tempo_normalized,0.296863091790385
Memory Lane,1XtbzoLsODGIgBue1oXbMG,7ozIozDp260fjNOZy1yzRG,0.0,11.0,tempo_normalized,0.34719385422065047
Some Way,0SbJETwSvHyo2uwsPwg1GF,7ozIozDp260fjNOZy1yzRG,1.0,7.0,tempo_normalized,0.2714385879340304
Sunset High,10ZlVbYYBmboSglKD0VDGS,7ozIozDp260fjNOZy1yzRG,0.0,0.0,tempo_normalized,0.23302746699996948
My Favourite One,4mTNWhVEX4IY7BbsjHeDxK,7ozIozDp260fjNOZy1yzRG,1.0,0.0,tempo_normalized,0.40596896625308654
Hollow,0B9nhRWnSdDmVFhUic6K3k,7ozIozDp260fjNOZy1yzRG,1.0,2.0,tempo_normalized,0.2353138432460445
Be Here with Me,5kO5l0rN2zNDdA6zZoMuIH,7ozIozDp260fjNOZy1yzRG,0.0,9.0,tempo_normalized,0.3086607932201323
Love so Hardcore,6LxVoUZg138Y5GoVp5PQjY,7ozIozDp260fjNOZy1yzRG,1.0,6.0,tempo_normalized,0.3731366033594488
I Care,3O40kUWNXfoIPMzU0eojn0,7ozIozDp260fjNOZy1yzRG,0.0,1.0,tempo_normalized,0.32567143249093067
Is It Okay,4NiJwA7ISXCQKWquZHWohW,7ozIozDp260fjNOZy1yzRG,1.0,7.0,tempo_normalized,0.36228393744474585
Endless Holiday,4VYO8vJT7ONfdbXjX9gSVd,7ozIozDp260fjNOZy1yzRG,0.0,0.0,tempo_normalized,0.3429869219278724
Thinking 'bout You,3LgsmfdlhWxRgy6Th1I8qN,7ozIozDp260fjNOZy1yzRG,1.0,9.0,tempo_normalized,0.2003780142060177
In Vain,5z9qYfQyxiRiAgvyk6Y11y,7ozIozDp260fjNOZy1yzRG,0.0,6.0,tempo_normalized,0.40938328811389196
Young Love,6g8XfNudnqFt5xPdPlsdE1,7ozIozDp260fjNOZy1yzRG,1.0,0.0,tempo_normalized,0.354357833125019
By My Side,50AtbZbvd3OXD2NDqy4G29,35oLMiAK4VM2T0ek3PTPIc,0.0,1.0,tempo_normalized,0.31859890863640516
Like Waves,4pu0i6omwdncjl29sNPoNb,7ozIozDp260fjNOZy1yzRG,0.0,7.0,tempo_normalized,0.41755327256653346
Someone You Love,2S7L5RKzVrE1T8gTCPJm71,7ozIozDp260fjNOZy1yzRG,0.0,7.0,tempo_normalized,0.38554400512148274
Wanderlust,0xQvDgJY4HRBsRJp8ob5X0,7ozIozDp260fjNOZy1yzRG,1.0,0.0,tempo_normalized,0.33317074657805684
Time After Time,3hEPKX4FgfYPhBjSw1Nejq,7ozIozDp260fjNOZy1yzRG,0.0,11.0,tempo_normalized,0.20598725726305517
Let Me Out,3pwI3dH47MCTupCg1WjQTL,7ozIozDp260fjNOZy1yzRG,0.0,1.0,tempo_normalized,0.39633570100295695
Off My Mind,3vTr9O9gEStKRoBNUPbSXF,7ozIozDp260fjNOZy1yzRG,0.0,11.0,tempo_normalized,0.2909489985672042
Another Day in Paradise,4hXg3iSVnF27KRLtXyh1oH,35oLMiAK4VM2T0ek3PTPIc,0.0,2.0,tempo_normalized,0.20367039600036577
Feel It Still,1Bt0UAApn7Oxdam3lQs1vo,35oLMiAK4VM2T0ek3PTPIc,0.0,11.0,tempo_normalized,0.21735816846020176
Never Over,4w4GKbyHyiynRPYRCTv7c8,7ozIozDp260fjNOZy1yzRG,1.0,0.0,tempo_normalized,0.28597994085906775
Chasing Dreams,5xV7NL7wEfUurJAEnvrs1o,7ozIozDp260fjNOZy1yzRG,1.0,2.0,tempo_normalized,0.31381276102795475
All I Have,08D16ZDfzdeXSyBIAFGGlQ,7ozIozDp260fjNOZy1yzRG,0.0,6.0,tempo_normalized,0.4160290217358168
Under Water,4b6QTCGNnMV0yT8dyTo72t,7ozIozDp260fjNOZy1yzRG,1.0,5.0,tempo_normalized,0.24311800749931403
True Love,1w6lRo2aEfxCShmR3mXQVr,7ozIozDp260fjNOZy1yzRG,0.0,5.0,tempo_normalized,0.1979696978934853
Nightsky,2G3MQJYi5T3oQKTrxlHwEx,7ozIozDp260fjNOZy1yzRG,0.0,3.0,tempo_normalized,0.5995183367374934
Be Alive,0p874cho40bM8HTxGaorjx,7ozIozDp260fjNOZy1yzRG,0.0,11.0,tempo_normalized,0.33207328597994085
For the Night,2mjSiVGmVNOWrGmKx4BrXb,7ozIozDp260fjNOZy1yzRG,0.0,6.0,tempo_normalized,0.48227296283876464
Falling,6Feh8q8vWGfJhc9xPKUIP2,35oLMiAK4VM2T0ek3PTPIc,1.0,2.0,tempo_normalized,0.18653781666311003
In the Air Tonight,5UlbzsUMkLUZS1k3ctEDX8,7ozIozDp260fjNOZy1yzRG,0.0,7.0,tempo_normalized,0.2384233149407066
The Light,5F9NbJZJBoaMCtqGE2DVGs,7ozIozDp260fjNOZy1yzRG,0.0,10.0,tempo_normalized,0.4057860561534006
City Lights,0q8zQwTzAeSKX3GgqlWNDF,7ozIozDp260fjNOZy1yzRG,1.0,2.0,tempo_normalized,0.2592750663049111
Down from This High,22Vc2xWl37s1f0P9cbjIdR,7ozIozDp260fjNOZy1yzRG,1.0,0.0,tempo_normalized,0.24979422613785315
Road 85,0A6zWnazFaOciUC6z3eqLH,7ozIozDp260fjNOZy1yzRG,1.0,2.0,tempo_normalized,0.384019754290766
Wherever You Go,04PFmhMcPH9AmbD8SsNEaF,7ozIozDp260fjNOZy1yzRG,1.0,8.0,tempo_normalized,0.2484528854068225
Alive,3QL8lC29II0KNsDtPh1UyU,7ozIozDp260fjNOZy1yzRG,1.0,5.0,tempo_normalized,0.24836143035697952
Cloudy,7Giqt5xpLWTdBjQHoSlGVQ,7ozIozDp260fjNOZy1yzRG,0.0,9.0,tempo_normalized,0.45495838795232135
Lifeline,1thJ0USXhB3Rt5hWAtr411,7ozIozDp260fjNOZy1yzRG,0.0,6.0,tempo_normalized,0.39590891077035634
1984,0scTJd9W6i8CJFJ1dtPzw7,7ozIozDp260fjNOZy1yzRG,1.0,1.0,tempo_normalized,0.3890192970155168
Down,6P0h5MsAGReeMk3cn2H6xJ,7ozIozDp260fjNOZy1yzRG,1.0,2.0,tempo_normalized,0.45434868762003466
