track,id,playlist_id,playlist,top-track,duration_ms,mode,key,variable,value
"The Breaking of the Fellowship (feat. ""In Dreams"")",1ykbtFnlIjmIFnZ8j6wg6i,4MdI4iitwoDXP7odDScsfN,OST,True,440800.0,1.0,2.0,speechiness,0.0387
Statues,2AFFaiIlripSpcTYZXNL7f,4MdI4iitwoDXP7odDScsfN,OST,False,142773.0,1.0,1.0,speechiness,0.0356
My Name Is Barbossa,5dUQ00lCQ8IPMs149DIdhf,4MdI4iitwoDXP7odDScsfN,OST,True,333547.0,1.0,5.0,speechiness,0.035
Romantic Flight - From How To Train Your Dragon Music From The Motion Picture,51v7yO07BdGgP6hv0OaDe2,4MdI4iitwoDXP7odDScsfN,OST,False,116480.0,1.0,6.0,speechiness,0.0315
"Becoming one of ""The People"" Becoming one with Neytiri",1UBd7aWHZCz8yirI9KCvAU,4MdI4iitwoDXP7odDScsfN,OST,True,463707.0,1.0,1.0,speechiness,0.0428
Nuvole Bianche,3weNRklVDqb4Rr5MhKBR3D,4MdI4iitwoDXP7odDScsfN,OST,False,357707.0,1.0,8.0,speechiness,0.0578
Remember,3BUT32qmBXmlqp3EJkgRfp,4MdI4iitwoDXP7odDScsfN,OST,False,189867.0,0.0,2.0,speechiness,0.0375
Once There Were Dragons,1CVRLvL9RrM4JSlNzokHPm,4MdI4iitwoDXP7odDScsfN,OST,False,345006.0,0.0,9.0,speechiness,0.0405
He's a Pirate,4AD2dterIUjNt1LFNI9Bvi,4MdI4iitwoDXP7odDScsfN,OST,False,90427.0,1.0,10.0,speechiness,0.0554
The Night King,1aDklx1GaBqHFowCzz63wU,4MdI4iitwoDXP7odDScsfN,OST,False,530532.0,1.0,10.0,speechiness,0.0462
Free the Wind,286rz8XhQWMLVuHIMgWscc,4MdI4iitwoDXP7odDScsfN,OST,False,173480.0,1.0,3.0,speechiness,0.0429
Katawaredoki,4WedBZTeFawYCBCgfj36iK,4MdI4iitwoDXP7odDScsfN,OST,True,170027.0,1.0,5.0,speechiness,0.0468
Forbidden Friendship,0S7XIu0dn63ayGxjefd5It,4MdI4iitwoDXP7odDScsfN,OST,False,251093.0,1.0,6.0,speechiness,0.035
The Way of the Sword,7A1sEZUvLbbbRyOsCJ2vj2,4MdI4iitwoDXP7odDScsfN,OST,False,479013.0,0.0,4.0,speechiness,0.0451
A Small Measure of Peace,0k1zElVBehCAzAa975af71,4MdI4iitwoDXP7odDScsfN,OST,True,479680.0,0.0,2.0,speechiness,0.0464
All might with U.A. Students,59h3i22MBicerNR1llNXqv,4MdI4iitwoDXP7odDScsfN,OST,True,149320.0,1.0,8.0,speechiness,0.0411
From Me to You,34OP5ugxs1t3RaiJlyqJRb,4MdI4iitwoDXP7odDScsfN,OST,False,81667.0,1.0,3.0,speechiness,0.0353
Hope (Xavier's Theme),5ryUtBADP0w838HUJAmNKY,4MdI4iitwoDXP7odDScsfN,OST,True,288053.0,0.0,9.0,speechiness,0.0334
The Last of the Starks,4fXqpIzgHDBhylBBOLOKVX,4MdI4iitwoDXP7odDScsfN,OST,False,292491.0,0.0,0.0,speechiness,0.0395
Sherwood Forest,51zjgYMqhtxjYckGppYoce,4MdI4iitwoDXP7odDScsfN,OST,False,139547.0,0.0,9.0,speechiness,0.033
Robin Speaks,0qwodlILfsM9NDnwcxfBAn,4MdI4iitwoDXP7odDScsfN,OST,False,153013.0,1.0,2.0,speechiness,0.0503
Fate Has Smiled Upon Us,1kLma9S0L4y3u5E28ss9Ut,4MdI4iitwoDXP7odDScsfN,OST,False,122347.0,0.0,4.0,speechiness,0.047
Run Free,75OrTolKEnimJj625JUIft,4MdI4iitwoDXP7odDScsfN,OST,True,381200.0,1.0,7.0,speechiness,0.0615
上,5N5iImDfoQ4IF3YvXBpxPX,4MdI4iitwoDXP7odDScsfN,OST,True,241080.0,1.0,5.0,speechiness,0.227
『欲』,69ImxLhTWjSRBl2nGspu9C,4MdI4iitwoDXP7odDScsfN,OST,True,211000.0,0.0,11.0,speechiness,0.0563
Theme From Schindler's List (Reprise),2Xa0M5kcQHdZHde9ktiXg2,4MdI4iitwoDXP7odDScsfN,OST,False,179000.0,0.0,7.0,speechiness,0.0384
Celui Que Je Désire,3g1uQg7XgdxvNu0xNMUUC9,4MdI4iitwoDXP7odDScsfN,OST,False,229825.0,0.0,0.0,speechiness,0.0488
The Aftermath,0N4HuYLeWZmo87lwctkFn6,4MdI4iitwoDXP7odDScsfN,OST,False,188142.0,0.0,6.0,speechiness,0.0369
Shang-Chi Main Theme,3ROMQLV9N3HjrcqvV88dSP,4MdI4iitwoDXP7odDScsfN,OST,False,221808.0,0.0,9.0,speechiness,0.0776
Again (Your Lie in April) - Ghibli Piano and Violin Version,5dqE6Tv6bWU2XCN2qdAB2n,4MdI4iitwoDXP7odDScsfN,OST,False,212474.0,1.0,6.0,speechiness,0.0308
Okinawa Battlefield,4TyMkWzFaZIYH52DpBuISz,4MdI4iitwoDXP7odDScsfN,OST,False,239373.0,0.0,4.0,speechiness,0.0343
Canaid Lia Fáil (feat. Julie Fowlis),6rfcm5QZnVUxENbup0P6ZD,4MdI4iitwoDXP7odDScsfN,OST,False,207668.0,0.0,8.0,speechiness,0.0556
Leave No Man Behind,0eNT9B4PjPpzmOTFSbUWjh,4MdI4iitwoDXP7odDScsfN,OST,True,378760.0,0.0,9.0,speechiness,0.0319
The Medallion Calls,35gFlKdC4Pmo88Go1cVrae,4MdI4iitwoDXP7odDScsfN,OST,False,112507.0,0.0,2.0,speechiness,0.0312
"Yoriichi's Theme (From ""Demon Slayer Season 2: Entertainment District"") - Lullaby Version",4d2Ew3gDoGQpGlnlydzOFm,4MdI4iitwoDXP7odDScsfN,OST,False,85258.0,0.0,0.0,speechiness,0.0259
Might*U,3YfBeHLGH9EhRPVHYaQMyD,4MdI4iitwoDXP7odDScsfN,OST,False,389160.0,1.0,7.0,speechiness,0.0326
ハーケン,7HBkUALQjiFyE4PI80HLgJ,4MdI4iitwoDXP7odDScsfN,OST,True,199587.0,1.0,0.0,speechiness,0.0308
Fairy Tail Main Theme - Slow ver.,1ADsAp80fs3TVEkRnqfJje,4MdI4iitwoDXP7odDScsfN,OST,True,154613.0,1.0,5.0,speechiness,0.0347
The Fighter (feat. Ryan Tedder),77ZdAoTHYoF6Umo76HFD4m,5nTltQ4wLYhQzVi9J86LLT,Gym,True,228533.0,1.0,7.0,speechiness,0.126
Till I Collapse,4xkOaSrkexMciUUogZKVTS,5nTltQ4wLYhQzVi9J86LLT,Gym,True,297787.0,1.0,1.0,speechiness,0.186
Love The Way You Lie,15JINEqzVMv3SvJTAXAKED,5nTltQ4wLYhQzVi9J86LLT,Gym,True,263373.0,1.0,10.0,speechiness,0.227
Not Afraid,7Ie9W94M7OjPoZVV216Xus,5nTltQ4wLYhQzVi9J86LLT,Gym,True,248133.0,0.0,0.0,speechiness,0.264
No Love,7bHT9osSq1rwT2yaImzqCi,5nTltQ4wLYhQzVi9J86LLT,Gym,True,299507.0,1.0,11.0,speechiness,0.255
Cinderella Man,4SE4yewyGpOYfxfx59Yjc5,5nTltQ4wLYhQzVi9J86LLT,Gym,True,279013.0,1.0,8.0,speechiness,0.202
Untitled,44ut2KJnt0HQMnUaMlDv9W,5nTltQ4wLYhQzVi9J86LLT,Gym,True,194440.0,1.0,11.0,speechiness,0.103
What's Up Danger (with Black Caviar),5zsHmE2gO3RefVsPyw2e3T,5nTltQ4wLYhQzVi9J86LLT,Gym,True,222307.0,1.0,2.0,speechiness,0.0417
Phenomenal,4e5lEqydMatcEio6ef9Dpf,5nTltQ4wLYhQzVi9J86LLT,Gym,True,282547.0,0.0,1.0,speechiness,0.0466
"Runnin (with A$AP Rocky, A$AP Ferg & Nicki Minaj)",23dwrzeJtEEGl2U4CPWSor,5nTltQ4wLYhQzVi9J86LLT,Gym,True,131674.0,0.0,10.0,speechiness,0.454
The Fear,2cppGOIz0cuDnKoGzrDsJQ,5nTltQ4wLYhQzVi9J86LLT,Gym,True,183853.0,0.0,7.0,speechiness,0.0317
Remember the Name (feat. Styles of Beyond),6ljbkNIzfmFrGyYUTUAleN,5nTltQ4wLYhQzVi9J86LLT,Gym,True,230493.0,1.0,8.0,speechiness,0.0911
POWER,2gZUPNdnz5Y45eiGxpHGSc,5nTltQ4wLYhQzVi9J86LLT,Gym,True,292093.0,0.0,0.0,speechiness,0.113
Fast Lane,2c5Isyd07hWsl7AQia2Dig,5nTltQ4wLYhQzVi9J86LLT,Gym,True,249560.0,1.0,1.0,speechiness,0.281
"Last One Standing (feat. Polo G, Mozzy & Eminem) - From Venom: Let There Be Carnage",3r9m79pHykbs4FrCXlq1oO,5nTltQ4wLYhQzVi9J86LLT,Gym,True,258680.0,0.0,1.0,speechiness,0.116
"Ptazeta: Bzrp Music Sessions, Vol. 45",4axxCbc4tWlpqHP5UbJMc3,5nTltQ4wLYhQzVi9J86LLT,Gym,True,161485.0,1.0,2.0,speechiness,0.144
"Nicky Jam: Bzrp Music Sessions, Vol. 41",03LfOYi0icz4souspZVVhq,5nTltQ4wLYhQzVi9J86LLT,Gym,True,158087.0,0.0,1.0,speechiness,0.153
Dirty Little Animals (from the series Arcane League of Legends),3GAkqaCeVaT4CxHR06Eztc,5nTltQ4wLYhQzVi9J86LLT,Gym,True,205189.0,0.0,1.0,speechiness,0.325
Misfit Toys (from the series Arcane League of Legends),40giNwfX1pR3smltxvs3dB,5nTltQ4wLYhQzVi9J86LLT,Gym,True,189692.0,1.0,1.0,speechiness,0.194
Dynasties and Dystopia (from the series Arcane League of Legends),2k2RPHMeyercU9PauiKNbU,5nTltQ4wLYhQzVi9J86LLT,Gym,True,178080.0,1.0,1.0,speechiness,0.0602
Dreaming,46XpZgZjDK9Vpz5TBZUiYu,37i9dQZEVXcJeoEfpyxSVE,Discover Weekly,False,138947.0,0.0,1.0,speechiness,0.0686
Man on the Moon,39PyVPJfBSIFmnwgDlM8DM,37i9dQZEVXcJeoEfpyxSVE,Discover Weekly,False,186210.0,1.0,1.0,speechiness,0.0378
Fire in the Night,2rrTzAc5EVDQitp29f9MWs,37i9dQZEVXcJeoEfpyxSVE,Discover Weekly,False,223529.0,1.0,0.0,speechiness,0.0326
Stay Here,1deVS4eyoifYKh1YyMwucz,37i9dQZEVXcJeoEfpyxSVE,Discover Weekly,False,221436.0,1.0,10.0,speechiness,0.037
Young and Free,0g9szBfsw5JeCN0yTxLReV,37i9dQZEVXcJeoEfpyxSVE,Discover Weekly,False,202520.0,1.0,6.0,speechiness,0.0299
You Are My Person,6YAIsGT6u91bWeG64BGasX,37i9dQZEVXcJeoEfpyxSVE,Discover Weekly,False,167500.0,1.0,2.0,speechiness,0.0749
Som Ocells,6cX6NxkQfz67Zq0FtlnOJf,37i9dQZEVXcJeoEfpyxSVE,Discover Weekly,False,178764.0,1.0,1.0,speechiness,0.069
Days I Will Remember,5T24Zh9FPZ7Ku6NjrJZmcn,37i9dQZEVXcJeoEfpyxSVE,Discover Weekly,False,214239.0,1.0,6.0,speechiness,0.122
"Aquí, ahora y así - Estrella Damm 2022",3NgIOGvXFNFNDNQWvMkGyN,37i9dQZEVXcJeoEfpyxSVE,Discover Weekly,False,198165.0,0.0,7.0,speechiness,0.0425
It's Alright,4pY7tLZT8UXx3Sg1fdRFMp,37i9dQZEVXcJeoEfpyxSVE,Discover Weekly,False,170000.0,1.0,1.0,speechiness,0.0319
It's a Beautiful Day,1MxyAbN0O1JfAe7mqnao1W,37i9dQZEVXcJeoEfpyxSVE,Discover Weekly,False,182554.0,1.0,0.0,speechiness,0.0422
Asfalto y gasolina,2yu7aVlr91R3m0fwItKdvX,37i9dQZEVXcJeoEfpyxSVE,Discover Weekly,False,211470.0,1.0,11.0,speechiness,0.0904
Blindly,5lXyrcuo6SyG1esQHyLb2g,37i9dQZEVXcJeoEfpyxSVE,Discover Weekly,False,175800.0,1.0,8.0,speechiness,0.111
Children Of The Sun,193lysh9P7kdDj4pa0Q8pE,37i9dQZEVXcJeoEfpyxSVE,Discover Weekly,False,205424.0,1.0,7.0,speechiness,0.0475
Sugar in a Bowl,5MKfqLrtXhoq4zZu86BPzA,37i9dQZEVXcJeoEfpyxSVE,Discover Weekly,False,168627.0,1.0,10.0,speechiness,0.0796
Dreaming Awake,77cfGytiZtDyWyy3iyA5By,37i9dQZEVXcJeoEfpyxSVE,Discover Weekly,False,213359.0,1.0,3.0,speechiness,0.0489
Me Without You,79EnFHmgagu3GF6M1yfLMB,37i9dQZEVXcJeoEfpyxSVE,Discover Weekly,False,167498.0,0.0,11.0,speechiness,0.0347
Autumn's Melody,3HSeB2MUY7PtNdP1nQMhJE,37i9dQZEVXcJeoEfpyxSVE,Discover Weekly,False,146471.0,0.0,11.0,speechiness,0.0328
Just Begun,67bMNwh9tvs0oItiStE1hZ,37i9dQZEVXcJeoEfpyxSVE,Discover Weekly,False,180000.0,1.0,0.0,speechiness,0.0414
Moon Song,6E7q1l3npZvnmXF5ChVWiC,37i9dQZEVXcJeoEfpyxSVE,Discover Weekly,False,224810.0,1.0,10.0,speechiness,0.0652
Sweet Escape,3sz8Gn0fOmXmyXOaPSWBJ9,5U2MYFAcQ3yT7XbHYgGPmb,House,False,232533.0,1.0,2.0,speechiness,0.0389
From Now On,12Vx40wfME4VOq5D4qHFu5,37i9dQZEVXcJeoEfpyxSVE,Discover Weekly,False,242747.0,1.0,0.0,speechiness,0.0261
Bed of the Lake,7iNjVO9DAaW0uGoqDjk9rG,37i9dQZEVXcJeoEfpyxSVE,Discover Weekly,False,245163.0,1.0,9.0,speechiness,0.0321
Have a Good Life (See You Never),5N3O4ndq55dBE3N4H9SuHV,37i9dQZEVXcJeoEfpyxSVE,Discover Weekly,False,181133.0,1.0,11.0,speechiness,0.0471
Garden,18RAcbwi6NAeHbeFaufyAE,37i9dQZEVXcJeoEfpyxSVE,Discover Weekly,False,196258.0,0.0,7.0,speechiness,0.0388
Soothing Tension,06o7YdqanB0LO3gXjq4PXM,37i9dQZEVXcJeoEfpyxSVE,Discover Weekly,False,236129.0,0.0,2.0,speechiness,0.18
Cold Ain't For Me,0akznwBCaPCVAtiGblDtHt,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,205812.0,1.0,7.0,speechiness,0.031
Love That We Need,0pzJr2O1L6K3LPvXzNm36F,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,177170.0,0.0,9.0,speechiness,0.0478
Dying Bird (feat. Joakim Wilow),2qBqZ0hW3QsmCR2DFyavJJ,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,188653.0,1.0,7.0,speechiness,0.113
Dancin (feat. Luvli) - Krono Remix,6WkJ2OK163XXS2oARUC9JM,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,198053.0,0.0,10.0,speechiness,0.0287
I Don't Love You (I'm Just Lonely),2dY1QsrYUeWDtSCvXlx0WW,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,182606.0,1.0,0.0,speechiness,0.0495
Location,2nhj6BgAq6DOmgeiLd3WJL,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,187573.0,0.0,10.0,speechiness,0.0439
Howling At The Moon,4SGOZ3lXQHWtOL3bfzqqFi,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,185784.0,1.0,0.0,speechiness,0.0305
Mine Tonight,3IWJfeW1QvSTlYCW4Y9CSY,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,187765.0,0.0,8.0,speechiness,0.0393
Call Me Up - Sebastien Remix,4RCMsYncj7cNtb2OPObVXG,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,188098.0,1.0,9.0,speechiness,0.0347
Summer Love,0U03yCTPMvaQ03iGGGb7XU,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,208814.0,1.0,8.0,speechiness,0.0768
Oh Baby,0RNdlFw9TaimQ6syL8rgCh,5U2MYFAcQ3yT7XbHYgGPmb,House,False,159896.0,1.0,8.0,speechiness,0.0345
OK,3bWAqKDWg6u1davspr5IkS,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,189307.0,0.0,7.0,speechiness,0.0558
Praise You (Chill Mix) - Extended Mix,4MQH3f29tWW0P0DE6SgOlb,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,201600.0,1.0,6.0,speechiness,0.0338
On the Menu,4XI1ZMj435JQfgWRyY89E3,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,173013.0,0.0,6.0,speechiness,0.0294
Begging - LEEX Radio Remix,1jhN9FEMO4on0AwOHuMvV5,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,190107.0,1.0,7.0,speechiness,0.0495
Deep End,41us282GRjE1ULGMK3fCCs,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,217016.0,1.0,6.0,speechiness,0.0552
Been a While,2fGuSuYP5K15BCXtrcJJ3A,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,191040.0,1.0,1.0,speechiness,0.127
Feeling Better (Radio Version),12BG3FmSuMio51vmg4rfss,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,175582.0,0.0,1.0,speechiness,0.064
Sugar (feat. Francesco Yates),3NFuE3uDOr6QUw9UZ9HzKo,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,219043.0,0.0,5.0,speechiness,0.0581
Here for You (feat. Ella Henderson),7vqUr6K2Js9Paq4kdNSOm6,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,244510.0,1.0,10.0,speechiness,0.0416
Sexual Healing - Kygo Remix,7s1upm7yr7ZjrzXMwHawtG,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,368317.0,0.0,0.0,speechiness,0.0427
Stole the Show,4iZPNYqzI2L0uwuUKun7Aa,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,222801.0,0.0,8.0,speechiness,0.174
2 Heads,3bi8yEuK44vLcbjHkPH0u1,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,213707.0,1.0,0.0,speechiness,0.0367
I Bet My Life - Alex Adair Remix,0wGFNHfPbknx9LAt8Nj8FE,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,190280.0,1.0,1.0,speechiness,0.279
Catch & Release - Deepend Remix,3MSZpokwCtkv9BV0vS3uGr,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,195573.0,0.0,1.0,speechiness,0.0451
Reality - Radio Edit,6oBys3M5AqzqJDgpT2RM9C,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,158467.0,1.0,9.0,speechiness,0.0359
The Sun feat. Graham Candy (LCAW Remix),265m8pNRdH7iZ14uCi8uDK,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,372828.0,0.0,6.0,speechiness,0.0497
RIVA (Restart the Game) - Radio Edit,4oEON2tBuUgDiCxGXkI0zZ,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,180853.0,0.0,2.0,speechiness,0.0601
Ain't Nobody (Loves Me Better),5afHIkEcVhCF1Z1CTqMUXB,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,186147.0,0.0,2.0,speechiness,0.0312
Riptide - FlicFlac Edit,6FeGkJquvWWoAOa3rMM6EB,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,339310.0,1.0,8.0,speechiness,0.0418
Ohio - filous Remix,6W4GTXLYX8HkmZGmVkfrSC,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,245960.0,0.0,1.0,speechiness,0.1
Is This Love - Montmartre Remix,14CsUVcoKztExH6aSgfrfb,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,269404.0,0.0,6.0,speechiness,0.15
Thinking out Loud - Alex Adair Remix,1cWepLwVVDgyqxso6G4TQU,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,182185.0,1.0,2.0,speechiness,0.152
Gold - Thomas Jack Radio Edit,6eWsgrQLZhLqy5VfGB9iFs,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,196311.0,1.0,1.0,speechiness,0.0393
Sun Goes Down (feat. Jasmine Thompson) - Radio Mix,4zLBcDtvYNVtF9fnG6lme3,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,179960.0,1.0,6.0,speechiness,0.0375
Are You With Me - Kungs Extended Remix,2QqT3L1dhl3RQUYB0YDaNo,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,234477.0,0.0,5.0,speechiness,0.029
Prayer in C - Robin Schulz Radio Edit,0uVyZywUNOp6S0dU5r8TS8,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,189399.0,0.0,9.0,speechiness,0.0258
Waves - Robin Schulz Radio Edit,5Sf3GyLEAzJXxZ5mbCPXTu,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,208133.0,0.0,5.0,speechiness,0.0369
Seve - Radio Edit,6UqRGwjwYL0stXbaodTxwo,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,210853.0,1.0,5.0,speechiness,0.0456
Hula Hoop,4vEUY73dVOg97Ajbqq9zgV,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,206344.0,0.0,10.0,speechiness,0.0386
Photograph - Felix Jaehn Remix,4bFmYoDdKT3HqSroMmRbGV,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,202586.0,1.0,4.0,speechiness,0.0404
Nothing Really Matters - Afrojack Remix,3mBbEZukQnugEihwuWGtCn,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,199347.0,1.0,4.0,speechiness,0.0386
Overload,0RrEHM8X0Fu6FHhbliH3un,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,210933.0,1.0,8.0,speechiness,0.0288
Help Our Souls (Urban Contact Radio Edit) (feat. Nihils),5FjU8CtNw2kDEe4QAywo1m,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,198533.0,1.0,7.0,speechiness,0.217
Run - Lost Frequencies Radio Edit,4dqnFd0dfgh4HgZ1w3AGTE,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,195840.0,1.0,3.0,speechiness,0.0271
How Hard I Try,0OfZ9imMwFU03zc2wl8pBt,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,198000.0,1.0,5.0,speechiness,0.045
Shine - Kygo Remix / Single Edit,4NN9IyaBZRM08WLVi7P2bw,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,219280.0,1.0,4.0,speechiness,0.129
Call You Home - Faul & Wad Ad Remix,76pb7byVgncOfaeFzHqs5M,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,271267.0,0.0,1.0,speechiness,0.0382
Let's Go Home (Jawster Remix),5yg9QJrLrMxQW5R2wFlJTP,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,200829.0,0.0,10.0,speechiness,0.0397
Rivers - Sam Feldt & De Hofnar Remix,4ctpogwllZ06lgqpFORcZR,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,251548.0,1.0,8.0,speechiness,0.056
Come to Me - Ofenbach Remix,4mOiVBSN0NHgWPoX505ZIU,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,160810.0,1.0,0.0,speechiness,0.0482
Love Love Love - Zwette Radio Mix,1TsGcCjhxnKRi6AJkAv6x5,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,216466.0,1.0,4.0,speechiness,0.0342
High on You (feat. Hagedorn) - Radio Edit,2FubFw6COK23piE1MEe4FZ,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,156000.0,0.0,4.0,speechiness,0.0474
Paradise (feat. U-Jean) - Radio Edit,771EhiagOkoclAOD43AOUQ,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,189000.0,0.0,6.0,speechiness,0.0414
Easy Love,6Sr8JkH7XRVk7Dnar9Xsr5,5U2MYFAcQ3yT7XbHYgGPmb,House,False,227709.0,1.0,9.0,speechiness,0.0607
Perfect (feat. Matoma) - Matoma Remix,6GX1zjEDqeI6ogBtkFjleM,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,223827.0,1.0,2.0,speechiness,0.0374
Walking in the Sun,7GGguiA9LkgFT3BZbzHjwQ,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,213402.0,1.0,2.0,speechiness,0.0363
Take on Me - Kygo Remix,5UHuuQGEgMbZrYnHjQG9ny,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,226667.0,1.0,9.0,speechiness,0.113
Fast Car - Original Mix,3v2U3z1rTbDAXyy3znfLi2,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,207273.0,1.0,2.0,speechiness,0.0323
Ori Tali Ma - LVNDSCAPE Remix,2ZdsweqvRBAoFs5c09oJk3,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,261818.0,1.0,3.0,speechiness,0.0307
Bluebirds,3VovAXS4PthsLIh1E12YpN,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,202760.0,1.0,6.0,speechiness,0.0305
Treasured Soul - Radio Edit,2gpytjWqJVE3LICibhEUaK,5U2MYFAcQ3yT7XbHYgGPmb,House,False,177600.0,0.0,4.0,speechiness,0.0557
Show Me Love,0aHOXu219Z4MqEKwiKsddl,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,255960.0,0.0,11.0,speechiness,0.03
High Hopes - filous Remix,7qVbgfYUPrcPcJtqZoRis3,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,282427.0,1.0,4.0,speechiness,0.042
Raging (feat. Kodaline),6DsFZITJMPnh8z5XewfVmL,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,224487.0,0.0,3.0,speechiness,0.094
Make Me Feel Better - Radio Edit,69AeBv7ByXgtGmOcknCN4X,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,198387.0,0.0,5.0,speechiness,0.095
Palmtree,1ZewRfhWT5es2YF9Xu3Rop,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,180467.0,1.0,4.0,speechiness,0.0315
The Last Ones Standing,4X6wMQec2NHdBhEGUwqUFV,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,208386.0,1.0,3.0,speechiness,0.0458
Liberation,6JgjIRRv7uMSEjzzxHTQoh,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,149089.0,1.0,3.0,speechiness,0.072
Savannah,61lDxV5pn2UdumqMpdxCKG,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,208698.0,1.0,0.0,speechiness,0.0392
Happy Birthday (feat. John Legend),5SAckbSHhNJ41b3bn5XwPL,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,250467.0,1.0,3.0,speechiness,0.103
Lovers Friends - Adventurer Remix,4nowfpF6GPMemKole2cgE5,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,210997.0,0.0,7.0,speechiness,0.0396
Games Continued (feat. Marie Plassard) - Radio Edit,64dkTKKNLwbjBuU4xnS2ei,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,203707.0,1.0,9.0,speechiness,0.0284
Drop In the Ocean,07idyjb93qYavu1s29HtBi,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,177624.0,1.0,8.0,speechiness,0.079
Ain't No Mountain High Enough - Radio Edit,4cj7jlOb080aw9g6OMpWif,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,168696.0,0.0,11.0,speechiness,0.0545
Give U Up,5KWZ914T7l0Wy18yzdvH3N,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,196267.0,1.0,1.0,speechiness,0.0328
Fast Car,6OZh916QF8XNunWaP97WEZ,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,212424.0,1.0,9.0,speechiness,0.0785
I Want It That Way,2mXiYb6c52iMmRbP10KUin,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,186736.0,0.0,3.0,speechiness,0.0364
Once In a While,6cREm4bV7V79Yxdilx9HDo,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,215160.0,1.0,0.0,speechiness,0.141
