,track,id,playlist_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,playlist,top-track
1750,Oh Baby,0RNdlFw9TaimQ6syL8rgCh,5U2MYFAcQ3yT7XbHYgGPmb,0.695,0.8,8.0,-5.011,1.0,0.0345,0.0278,0.00118,0.118,0.39,124.022,159896.0,House,False
1751,OK,3bWAqKDWg6u1davspr5IkS,35oLMiAK4VM2T0ek3PTPIc,0.653,0.81,7.0,-6.032,0.0,0.0558,0.118,0.0,0.126,0.583,121.951,189307.0,Chillin',False
1752,Praise You (Chill Mix) - Extended Mix,4MQH3f29tWW0P0DE6SgOlb,35oLMiAK4VM2T0ek3PTPIc,0.623,0.705,6.0,-6.035,1.0,0.0338,0.243,0.025,0.129,0.036,100.025,201600.0,Chillin',False
1753,On the Menu,4XI1ZMj435JQfgWRyY89E3,35oLMiAK4VM2T0ek3PTPIc,0.774,0.609,6.0,-6.735,0.0,0.0294,0.0777,0.0,0.298,0.788,123.988,173013.0,Chillin',False
1754,Begging - LEEX Radio Remix,1jhN9FEMO4on0AwOHuMvV5,35oLMiAK4VM2T0ek3PTPIc,0.689,0.762,7.0,-4.009,1.0,0.0495,0.484,0.0028,0.279,0.416,105.032,190107.0,Chillin',False
1755,Deep End,41us282GRjE1ULGMK3fCCs,35oLMiAK4VM2T0ek3PTPIc,0.663,0.738,6.0,-6.603,1.0,0.0552,0.0266,8.15e-06,0.698,0.0707,119.932,217016.0,Chillin',False
1756,Been a While,2fGuSuYP5K15BCXtrcJJ3A,35oLMiAK4VM2T0ek3PTPIc,0.785,0.644,1.0,-5.203,1.0,0.127,0.0473,0.000435,0.14,0.489,125.016,191040.0,Chillin',False
1757,Feeling Better (Radio Version),12BG3FmSuMio51vmg4rfss,35oLMiAK4VM2T0ek3PTPIc,0.744,0.559,1.0,-8.171,0.0,0.064,0.421,0.507,0.136,0.556,122.026,175582.0,Chillin',False
1758,Sugar (feat. Francesco Yates),3NFuE3uDOr6QUw9UZ9HzKo,35oLMiAK4VM2T0ek3PTPIc,0.636,0.815,5.0,-5.098,0.0,0.0581,0.0185,0.0,0.163,0.636,123.063,219043.0,Chillin',False
1759,Here for You (feat. Ella Henderson),7vqUr6K2Js9Paq4kdNSOm6,35oLMiAK4VM2T0ek3PTPIc,0.68,0.772,10.0,-5.995,1.0,0.0416,0.535,0.0153,0.147,0.376,105.005,244510.0,Chillin',False
1760,Sexual Healing - Kygo Remix,7s1upm7yr7ZjrzXMwHawtG,35oLMiAK4VM2T0ek3PTPIc,0.689,0.68,0.0,-7.196,0.0,0.0427,0.321,0.0211,0.0431,0.646,100.987,368317.0,Chillin',False
1761,Stole the Show,4iZPNYqzI2L0uwuUKun7Aa,35oLMiAK4VM2T0ek3PTPIc,0.679,0.662,8.0,-6.069,0.0,0.174,0.155,0.0,0.152,0.438,99.879,222801.0,Chillin',False
1762,2 Heads,3bi8yEuK44vLcbjHkPH0u1,35oLMiAK4VM2T0ek3PTPIc,0.733,0.565,0.0,-8.515,1.0,0.0367,0.0621,0.000324,0.104,0.35,120.006,213707.0,Chillin',False
1763,I Bet My Life - Alex Adair Remix,0wGFNHfPbknx9LAt8Nj8FE,35oLMiAK4VM2T0ek3PTPIc,0.591,0.519,1.0,-9.077,1.0,0.279,0.0637,0.000238,0.154,0.588,117.159,190280.0,Chillin',False
1764,Catch & Release - Deepend Remix,3MSZpokwCtkv9BV0vS3uGr,35oLMiAK4VM2T0ek3PTPIc,0.833,0.55,1.0,-8.622,0.0,0.0451,0.488,0.00049,0.109,0.142,105.006,195573.0,Chillin',False
1765,Reality - Radio Edit,6oBys3M5AqzqJDgpT2RM9C,35oLMiAK4VM2T0ek3PTPIc,0.731,0.639,9.0,-6.597,1.0,0.0359,0.0206,1.29e-05,0.0789,0.527,122.08,158467.0,Chillin',False
1766,The Sun feat. Graham Candy (LCAW Remix),265m8pNRdH7iZ14uCi8uDK,35oLMiAK4VM2T0ek3PTPIc,0.82,0.588,6.0,-9.026,0.0,0.0497,0.0463,0.832,0.131,0.754,120.013,372828.0,Chillin',False
1767,RIVA (Restart the Game) - Radio Edit,4oEON2tBuUgDiCxGXkI0zZ,35oLMiAK4VM2T0ek3PTPIc,0.617,0.739,2.0,-5.768,0.0,0.0601,0.115,2.99e-06,0.0849,0.536,123.894,180853.0,Chillin',False
1768,Ain't Nobody (Loves Me Better),5afHIkEcVhCF1Z1CTqMUXB,35oLMiAK4VM2T0ek3PTPIc,0.768,0.567,2.0,-7.046,0.0,0.0312,0.66,0.000277,0.07,0.471,117.974,186147.0,Chillin',False
1769,Riptide - FlicFlac Edit,6FeGkJquvWWoAOa3rMM6EB,35oLMiAK4VM2T0ek3PTPIc,0.708,0.667,8.0,-7.934,1.0,0.0418,0.253,0.000692,0.0878,0.634,115.987,339310.0,Chillin',False
1770,Ohio - filous Remix,6W4GTXLYX8HkmZGmVkfrSC,35oLMiAK4VM2T0ek3PTPIc,0.599,0.699,1.0,-7.588,0.0,0.1,0.58,0.276,0.108,0.296,120.927,245960.0,Chillin',False
1771,Is This Love - Montmartre Remix,14CsUVcoKztExH6aSgfrfb,35oLMiAK4VM2T0ek3PTPIc,0.621,0.616,6.0,-7.211,0.0,0.15,0.0765,0.0,0.131,0.512,122.93,269404.0,Chillin',False
1772,Thinking out Loud - Alex Adair Remix,1cWepLwVVDgyqxso6G4TQU,35oLMiAK4VM2T0ek3PTPIc,0.828,0.745,2.0,-6.717,1.0,0.152,0.21,0.00113,0.087,0.517,117.008,182185.0,Chillin',False
1773,Gold - Thomas Jack Radio Edit,6eWsgrQLZhLqy5VfGB9iFs,35oLMiAK4VM2T0ek3PTPIc,0.758,0.51,1.0,-10.645,1.0,0.0393,0.165,0.0755,0.272,0.27,102.992,196311.0,Chillin',False
1774,Sun Goes Down (feat. Jasmine Thompson) - Radio Mix,4zLBcDtvYNVtF9fnG6lme3,35oLMiAK4VM2T0ek3PTPIc,0.548,0.723,6.0,-6.002,1.0,0.0375,0.0969,1.28e-05,0.337,0.499,125.088,179960.0,Chillin',False
1775,Are You With Me - Kungs Extended Remix,2QqT3L1dhl3RQUYB0YDaNo,35oLMiAK4VM2T0ek3PTPIc,0.57,0.725,5.0,-9.215,0.0,0.029,0.000405,0.0677,0.0709,0.202,124.994,234477.0,Chillin',False
1776,Prayer in C - Robin Schulz Radio Edit,0uVyZywUNOp6S0dU5r8TS8,35oLMiAK4VM2T0ek3PTPIc,0.76,0.886,9.0,-5.356,0.0,0.0258,0.0219,7.43e-06,0.623,0.78,123.002,189399.0,Chillin',False
1777,Waves - Robin Schulz Radio Edit,5Sf3GyLEAzJXxZ5mbCPXTu,35oLMiAK4VM2T0ek3PTPIc,0.829,0.51,5.0,-9.334,0.0,0.0369,0.00821,0.0014,0.0829,0.45,119.993,208133.0,Chillin',False
1778,Seve - Radio Edit,6UqRGwjwYL0stXbaodTxwo,35oLMiAK4VM2T0ek3PTPIc,0.74,0.831,5.0,-7.321,1.0,0.0456,0.444,0.00304,0.0769,0.448,121.034,210853.0,Chillin',False
1779,Hula Hoop,4vEUY73dVOg97Ajbqq9zgV,35oLMiAK4VM2T0ek3PTPIc,0.673,0.847,10.0,-4.505,0.0,0.0386,0.0253,0.0,0.302,0.519,121.988,206344.0,Chillin',False
1780,Photograph - Felix Jaehn Remix,4bFmYoDdKT3HqSroMmRbGV,35oLMiAK4VM2T0ek3PTPIc,0.726,0.697,4.0,-6.257,1.0,0.0404,0.0997,0.00733,0.0823,0.54,120.004,202586.0,Chillin',False
1781,Nothing Really Matters - Afrojack Remix,3mBbEZukQnugEihwuWGtCn,35oLMiAK4VM2T0ek3PTPIc,0.657,0.749,4.0,-5.603,1.0,0.0386,0.395,1.88e-05,0.0687,0.47,128.034,199347.0,Chillin',False
1782,Overload,0RrEHM8X0Fu6FHhbliH3un,35oLMiAK4VM2T0ek3PTPIc,0.655,0.732,8.0,-5.783,1.0,0.0288,0.0128,1.21e-06,0.086,0.584,126.076,210933.0,Chillin',False
1783,Help Our Souls (Urban Contact Radio Edit) (feat. Nihils),5FjU8CtNw2kDEe4QAywo1m,35oLMiAK4VM2T0ek3PTPIc,0.689,0.861,7.0,-4.629,1.0,0.217,0.0659,0.0,0.0992,0.603,120.065,198533.0,Chillin',False
1784,Run - Lost Frequencies Radio Edit,4dqnFd0dfgh4HgZ1w3AGTE,35oLMiAK4VM2T0ek3PTPIc,0.71,0.61,3.0,-6.316,1.0,0.0271,0.0371,0.00178,0.133,0.457,125.018,195840.0,Chillin',False
1785,How Hard I Try,0OfZ9imMwFU03zc2wl8pBt,35oLMiAK4VM2T0ek3PTPIc,0.743,0.564,5.0,-8.761,1.0,0.045,0.299,0.000693,0.109,0.505,120.012,198000.0,Chillin',False
1786,Shine - Kygo Remix / Single Edit,4NN9IyaBZRM08WLVi7P2bw,35oLMiAK4VM2T0ek3PTPIc,0.688,0.593,4.0,-8.844,1.0,0.129,0.433,0.000171,0.539,0.387,112.021,219280.0,Chillin',False
1787,Call You Home - Faul & Wad Ad Remix,76pb7byVgncOfaeFzHqs5M,35oLMiAK4VM2T0ek3PTPIc,0.805,0.499,1.0,-10.678,0.0,0.0382,0.839,0.113,0.0685,0.509,102.996,271267.0,Chillin',False
1788,Let's Go Home (Jawster Remix),5yg9QJrLrMxQW5R2wFlJTP,35oLMiAK4VM2T0ek3PTPIc,0.411,0.54,10.0,-7.554,0.0,0.0397,0.81,0.000972,0.111,0.309,100.556,200829.0,Chillin',False
1789,Rivers - Sam Feldt & De Hofnar Remix,4ctpogwllZ06lgqpFORcZR,35oLMiAK4VM2T0ek3PTPIc,0.732,0.63,8.0,-7.827,1.0,0.056,0.0544,0.000149,0.147,0.405,125.0,251548.0,Chillin',False
1790,Come to Me - Ofenbach Remix,4mOiVBSN0NHgWPoX505ZIU,35oLMiAK4VM2T0ek3PTPIc,0.791,0.695,0.0,-7.879,1.0,0.0482,0.125,0.0119,0.317,0.45,127.045,160810.0,Chillin',False
1791,Love Love Love - Zwette Radio Mix,1TsGcCjhxnKRi6AJkAv6x5,35oLMiAK4VM2T0ek3PTPIc,0.793,0.623,4.0,-8.062,1.0,0.0342,0.00376,0.000169,0.0951,0.572,123.039,216466.0,Chillin',False
1792,High on You (feat. Hagedorn) - Radio Edit,2FubFw6COK23piE1MEe4FZ,35oLMiAK4VM2T0ek3PTPIc,0.798,0.549,4.0,-10.646,0.0,0.0474,0.133,0.000145,0.119,0.421,120.053,156000.0,Chillin',False
1793,Paradise (feat. U-Jean) - Radio Edit,771EhiagOkoclAOD43AOUQ,35oLMiAK4VM2T0ek3PTPIc,0.785,0.741,6.0,-6.362,0.0,0.0414,0.177,3.96e-06,0.0947,0.501,120.049,189000.0,Chillin',False
1794,Easy Love,6Sr8JkH7XRVk7Dnar9Xsr5,5U2MYFAcQ3yT7XbHYgGPmb,0.681,0.948,9.0,-4.198,1.0,0.0607,0.188,0.00103,0.149,0.675,123.989,227709.0,House,False
1795,Perfect (feat. Matoma) - Matoma Remix,6GX1zjEDqeI6ogBtkFjleM,35oLMiAK4VM2T0ek3PTPIc,0.728,0.7,2.0,-4.884,1.0,0.0374,0.0342,0.0,0.191,0.474,100.025,223827.0,Chillin',False
1796,Walking in the Sun,7GGguiA9LkgFT3BZbzHjwQ,35oLMiAK4VM2T0ek3PTPIc,0.78,0.417,2.0,-11.365,1.0,0.0363,0.113,0.00227,0.37,0.283,120.042,213402.0,Chillin',False
1797,Take on Me - Kygo Remix,5UHuuQGEgMbZrYnHjQG9ny,35oLMiAK4VM2T0ek3PTPIc,0.535,0.78,9.0,-6.008,1.0,0.113,0.159,0.000761,0.137,0.622,179.964,226667.0,Chillin',False
1798,Fast Car - Original Mix,3v2U3z1rTbDAXyy3znfLi2,35oLMiAK4VM2T0ek3PTPIc,0.768,0.767,2.0,-5.469,1.0,0.0323,0.357,5.92e-05,0.104,0.595,113.947,207273.0,Chillin',False
1799,Ori Tali Ma - LVNDSCAPE Remix,2ZdsweqvRBAoFs5c09oJk3,35oLMiAK4VM2T0ek3PTPIc,0.679,0.825,3.0,-5.59,1.0,0.0307,0.0148,0.318,0.11,0.0837,110.011,261818.0,Chillin',False
1800,Bluebirds,3VovAXS4PthsLIh1E12YpN,35oLMiAK4VM2T0ek3PTPIc,0.755,0.794,6.0,-5.58,1.0,0.0305,0.00624,0.0102,0.0655,0.709,114.01,202760.0,Chillin',False
1801,Treasured Soul - Radio Edit,2gpytjWqJVE3LICibhEUaK,5U2MYFAcQ3yT7XbHYgGPmb,0.623,0.833,4.0,-2.951,0.0,0.0557,0.0191,0.0174,0.331,0.411,124.973,177600.0,House,False
1802,Show Me Love,0aHOXu219Z4MqEKwiKsddl,35oLMiAK4VM2T0ek3PTPIc,0.53,0.65,11.0,-6.251,0.0,0.03,0.0461,0.0,0.0974,0.316,123.972,255960.0,Chillin',False
1803,High Hopes - filous Remix,7qVbgfYUPrcPcJtqZoRis3,35oLMiAK4VM2T0ek3PTPIc,0.693,0.654,4.0,-8.531,1.0,0.042,0.315,0.00862,0.0829,0.153,120.016,282427.0,Chillin',False
1804,Raging (feat. Kodaline),6DsFZITJMPnh8z5XewfVmL,35oLMiAK4VM2T0ek3PTPIc,0.55,0.689,3.0,-7.76,0.0,0.094,0.0498,0.0,0.207,0.408,99.904,224487.0,Chillin',False
1805,Make Me Feel Better - Radio Edit,69AeBv7ByXgtGmOcknCN4X,35oLMiAK4VM2T0ek3PTPIc,0.683,0.822,5.0,-4.984,0.0,0.095,0.468,0.000308,0.186,0.155,119.054,198387.0,Chillin',False
1806,Palmtree,1ZewRfhWT5es2YF9Xu3Rop,35oLMiAK4VM2T0ek3PTPIc,0.809,0.778,4.0,-6.996,1.0,0.0315,0.105,0.00159,0.112,0.602,116.925,180467.0,Chillin',False
1807,The Last Ones Standing,4X6wMQec2NHdBhEGUwqUFV,35oLMiAK4VM2T0ek3PTPIc,0.755,0.724,3.0,-5.97,1.0,0.0458,0.356,0.00324,0.0742,0.505,110.946,208386.0,Chillin',False
1808,Liberation,6JgjIRRv7uMSEjzzxHTQoh,35oLMiAK4VM2T0ek3PTPIc,0.628,0.836,3.0,-7.071,1.0,0.072,0.702,0.627,0.131,0.372,99.992,149089.0,Chillin',False
1809,Savannah,61lDxV5pn2UdumqMpdxCKG,35oLMiAK4VM2T0ek3PTPIc,0.652,0.776,0.0,-3.133,1.0,0.0392,0.373,1.32e-06,0.0392,0.387,108.077,208698.0,Chillin',False
1810,Happy Birthday (feat. John Legend),5SAckbSHhNJ41b3bn5XwPL,35oLMiAK4VM2T0ek3PTPIc,0.596,0.576,3.0,-7.636,1.0,0.103,0.31,0.0,0.112,0.159,107.963,250467.0,Chillin',False
1811,Lovers Friends - Adventurer Remix,4nowfpF6GPMemKole2cgE5,35oLMiAK4VM2T0ek3PTPIc,0.74,0.721,7.0,-6.221,0.0,0.0396,0.0143,1.95e-06,0.202,0.262,123.964,210997.0,Chillin',False
1812,Games Continued (feat. Marie Plassard) - Radio Edit,64dkTKKNLwbjBuU4xnS2ei,35oLMiAK4VM2T0ek3PTPIc,0.656,0.618,9.0,-6.608,1.0,0.0284,0.0357,0.000325,0.315,0.229,127.034,203707.0,Chillin',False
1813,Drop In the Ocean,07idyjb93qYavu1s29HtBi,35oLMiAK4VM2T0ek3PTPIc,0.83,0.699,8.0,-5.815,1.0,0.079,0.304,0.0,0.119,0.847,123.024,177624.0,Chillin',False
1814,Ain't No Mountain High Enough - Radio Edit,4cj7jlOb080aw9g6OMpWif,35oLMiAK4VM2T0ek3PTPIc,0.805,0.825,11.0,-3.981,0.0,0.0545,0.0175,3.92e-05,0.0893,0.849,123.971,168696.0,Chillin',False
1815,Give U Up,5KWZ914T7l0Wy18yzdvH3N,35oLMiAK4VM2T0ek3PTPIc,0.764,0.764,1.0,-4.959,1.0,0.0328,0.026,0.0,0.0366,0.584,115.057,196267.0,Chillin',False
1816,Fast Car,6OZh916QF8XNunWaP97WEZ,35oLMiAK4VM2T0ek3PTPIc,0.459,0.587,9.0,-6.983,1.0,0.0785,0.453,0.0,0.307,0.581,113.901,212424.0,Chillin',False
1817,I Want It That Way,2mXiYb6c52iMmRbP10KUin,35oLMiAK4VM2T0ek3PTPIc,0.555,0.835,3.0,-4.393,0.0,0.0364,0.0119,1.85e-06,0.328,0.568,120.036,186736.0,Chillin',False
1818,Once In a While,6cREm4bV7V79Yxdilx9HDo,35oLMiAK4VM2T0ek3PTPIc,0.786,0.687,0.0,-5.914,1.0,0.141,0.00758,0.0,0.619,0.345,105.021,215160.0,Chillin',False
1819,The Ocean (feat. Shy Martin),2CPqh63wRVscbceKcPxwvv,35oLMiAK4VM2T0ek3PTPIc,0.632,0.575,5.0,-6.478,1.0,0.029,0.0225,1.81e-06,0.104,0.188,90.037,183414.0,Chillin',False
1820,Walls (summer mix) (feat. Julia Church),1Nxe6J4HuHpXjqMNhlTzpq,35oLMiAK4VM2T0ek3PTPIc,0.81,0.668,0.0,-6.711,1.0,0.0326,0.148,0.00106,0.162,0.387,120.997,183736.0,Chillin',False
1821,Don't You Know,6uRxBAXVeSg4qaRZKwUgVF,35oLMiAK4VM2T0ek3PTPIc,0.74,0.752,2.0,-4.668,1.0,0.0676,0.0582,0.00215,0.147,0.667,120.004,184500.0,Chillin',False
1822,Nervous - The Ooh Song: Mark McCabe Remix,5FoYSQF0IaVwS6M9mlk6C4,35oLMiAK4VM2T0ek3PTPIc,0.432,0.874,7.0,-5.558,1.0,0.0462,0.0732,6.14e-06,0.371,0.374,103.85,195195.0,Chillin',False
1823,Someone Who Needs Me,1sDkc1CAvAM5uphbhPzxXQ,35oLMiAK4VM2T0ek3PTPIc,0.606,0.908,8.0,-2.281,1.0,0.166,0.00222,1.55e-05,0.112,0.855,123.728,170915.0,Chillin',False
1824,The Time Is Just Right,6Urgipy21aYDJkkw6ihzm7,35oLMiAK4VM2T0ek3PTPIc,0.815,0.405,7.0,-8.197,1.0,0.0343,0.425,0.000219,0.0516,0.847,107.005,246486.0,Chillin',False
1825,Hitchhiker - Bergs Remix,590OeVL7UjZBefCnyMCWHS,35oLMiAK4VM2T0ek3PTPIc,0.782,0.532,4.0,-8.384,1.0,0.144,0.819,4.78e-05,0.348,0.616,106.918,222056.0,Chillin',False
1826,False Alarm,7gZQfdEQpmwAoPHSbEHzms,35oLMiAK4VM2T0ek3PTPIc,0.643,0.732,5.0,-6.762,0.0,0.0294,0.00681,4.57e-05,0.0606,0.181,102.979,224272.0,Chillin',False
1827,Only Love (feat. Pitbull & Gene Noble) - Luca Schreiner Island House Mix,4ACmlsXDW7YSEic8zENrLO,35oLMiAK4VM2T0ek3PTPIc,0.588,0.859,10.0,-3.863,1.0,0.0487,0.0238,0.0,0.195,0.356,119.802,206000.0,Chillin',False
1828,I Was Wrong - Robin Schulz Remix,3TZ3MiMILR5wrQbbWiFUwI,35oLMiAK4VM2T0ek3PTPIc,0.654,0.761,6.0,-7.094,1.0,0.049,0.373,0.00711,0.0956,0.546,117.99,220678.0,Chillin',False
1829,Mrs.,6YnX3r74mDVPeu6bN2kzv6,35oLMiAK4VM2T0ek3PTPIc,0.767,0.609,1.0,-3.692,1.0,0.033,0.429,0.00172,0.467,0.191,122.027,182066.0,Chillin',False
1830,Get What You Came For,2bG5yFcRlclKdNpxlg0QEJ,35oLMiAK4VM2T0ek3PTPIc,0.686,0.823,0.0,-5.03,1.0,0.0305,0.118,6.06e-06,0.204,0.486,124.03,194805.0,Chillin',False
1831,Right Now - Sam Feldt Radio Edit,4EupaZnUh9CBOTisAoGesq,35oLMiAK4VM2T0ek3PTPIc,0.657,0.941,4.0,-2.255,1.0,0.033,0.152,3.76e-06,0.282,0.615,123.075,197584.0,Chillin',False
1832,In My Arms,3LoBP2S3cewHVTyznJZp26,35oLMiAK4VM2T0ek3PTPIc,0.622,0.868,1.0,-3.559,1.0,0.067,0.0592,7.49e-06,0.447,0.708,122.024,163279.0,Chillin',False
1833,Living (feat. Alex Clare),63Qco1ncI5U4qEUnxL1DsH,35oLMiAK4VM2T0ek3PTPIc,0.762,0.821,0.0,-4.087,1.0,0.0453,0.0605,0.00341,0.141,0.858,121.98,197733.0,Chillin',False
1834,Can't Stop The Feeling (feat. Angie Keilhauer),2wZEQf9UfZQZqbWbkU5JkV,35oLMiAK4VM2T0ek3PTPIc,0.783,0.816,11.0,-4.497,0.0,0.108,0.292,0.0,0.351,0.597,117.995,209215.0,Chillin',False
1835,England Skies - Papier Remix,2IGPdpqc1M79pD7pAp8KYi,35oLMiAK4VM2T0ek3PTPIc,0.66,0.759,7.0,-6.569,0.0,0.0259,0.186,0.0132,0.407,0.351,105.001,184040.0,Chillin',False
1836,Higher Love (feat. Grace Grundy),3Md4WAeVbgzTpqBPJqmAFM,35oLMiAK4VM2T0ek3PTPIc,0.757,0.759,8.0,-6.387,1.0,0.037,0.0636,0.000586,0.161,0.326,109.988,149707.0,Chillin',False
1837,Swear Like a Sailor,18qH5bBi8nOCN5e1caotvL,35oLMiAK4VM2T0ek3PTPIc,0.823,0.617,6.0,-5.065,0.0,0.0285,0.0237,0.000197,0.0576,0.778,120.021,234602.0,Chillin',False
1838,Believe,2jbgxfHpQctrN1XVX53oFd,35oLMiAK4VM2T0ek3PTPIc,0.687,0.863,6.0,-4.224,1.0,0.0318,0.00156,0.0,0.328,0.229,120.037,204278.0,Chillin',False
1839,Don't You Worry Child - Charming Horses Remix Edit,70vh9toYZ7tuGLB46HwZsA,35oLMiAK4VM2T0ek3PTPIc,0.752,0.817,4.0,-5.727,0.0,0.0278,0.0258,0.00152,0.354,0.362,121.973,216393.0,Chillin',False
1840,Feelgood Day - Gentech Remix,4shgwH7wztos6ticWBMuJp,35oLMiAK4VM2T0ek3PTPIc,0.851,0.736,7.0,-7.455,1.0,0.0942,0.0788,0.000365,0.126,0.24,109.973,194612.0,Chillin',False
1841,This Is My Day,5lpa1lJ6rDqe8M5ynVVDYI,35oLMiAK4VM2T0ek3PTPIc,0.763,0.86,10.0,-4.311,1.0,0.111,0.792,0.0,0.163,0.703,114.762,188348.0,Chillin',False
1842,Ljuda,6PP3c2VnSAb4X14y6dWndN,35oLMiAK4VM2T0ek3PTPIc,0.691,0.814,0.0,-7.37,1.0,0.0517,0.00184,0.777,0.0715,0.211,125.016,314907.0,Chillin',False
1843,Carry Me (feat. Julia Michaels),3FZEv9JddkjHNFiMVxJYpS,35oLMiAK4VM2T0ek3PTPIc,0.621,0.551,7.0,-7.89,1.0,0.0474,0.486,0.0,0.115,0.222,105.052,233133.0,Chillin',False
1844,Buried In Detroit - Lucas Löwe Remix,5pFJk7g8G5FfE2o8nocw4v,35oLMiAK4VM2T0ek3PTPIc,0.65,0.654,7.0,-7.964,0.0,0.0367,0.164,1.43e-06,0.382,0.598,102.974,203360.0,Chillin',False
1845,Clothes Off,6IuQkJXo0YgOEYVEPA3SGy,35oLMiAK4VM2T0ek3PTPIc,0.732,0.608,1.0,-7.064,0.0,0.0428,0.0286,0.0,0.0773,0.185,113.953,166316.0,Chillin',False
1846,Wasn't Expecting That - Zwette Remix,6RmWY5lF9yrLdwv3ARFFsR,35oLMiAK4VM2T0ek3PTPIc,0.78,0.718,6.0,-7.526,1.0,0.037,0.0296,0.0137,0.12,0.511,114.999,229403.0,Chillin',False
1847,No Diggity,32PKQDEaouIIOlNZ5umoR6,5U2MYFAcQ3yT7XbHYgGPmb,0.74,0.709,6.0,-5.573,0.0,0.0674,0.0536,0.0,0.11,0.69,121.998,168728.0,House,False
1848,Last For The Summer (feat. Oferle),07w059JNHtvnZaZutQDJzs,35oLMiAK4VM2T0ek3PTPIc,0.632,0.552,1.0,-5.048,1.0,0.0438,0.581,0.0,0.0628,0.365,109.971,249887.0,Chillin',False
1849,My Religion,5k0CtBjtWLKnpZbqScaXSb,35oLMiAK4VM2T0ek3PTPIc,0.763,0.73,7.0,-6.533,1.0,0.0318,0.00524,0.0205,0.101,0.467,109.996,228818.0,Chillin',False
1850,Up&Up - Freedo Remix,2KIgC0WnwwcDPgv8ClxXfi,35oLMiAK4VM2T0ek3PTPIc,0.806,0.657,7.0,-5.947,1.0,0.0689,0.103,0.00294,0.126,0.289,97.984,210295.0,Chillin',False
1851,Burn Down,0cUrNVDnm7cF82aJj9hiFR,35oLMiAK4VM2T0ek3PTPIc,0.668,0.759,6.0,-8.064,0.0,0.0318,0.336,0.0632,0.0909,0.682,126.039,168011.0,Chillin',False
1852,What Is Love 2016,6sGkSpBvXqe4nG1jOsWO7D,35oLMiAK4VM2T0ek3PTPIc,0.788,0.566,1.0,-7.094,0.0,0.0444,0.122,0.00019,0.0942,0.354,124.996,188147.0,Chillin',False
1853,Runaways,2K06amHdw8ZPWI75Xvo9Ij,35oLMiAK4VM2T0ek3PTPIc,0.757,0.565,11.0,-5.895,1.0,0.0324,0.174,0.0,0.105,0.682,119.959,180402.0,Chillin',False
1854,What Do You Love,0h4FK0CnlZ3oJnZ6quEk1P,35oLMiAK4VM2T0ek3PTPIc,0.542,0.903,11.0,-2.745,1.0,0.0731,0.166,3.53e-05,0.355,0.39,96.028,211875.0,Chillin',False
1855,Hear Me Now,6OnYQKTc5fbSGbIpaH4KxL,35oLMiAK4VM2T0ek3PTPIc,0.788,0.43,11.0,-7.757,1.0,0.0419,0.537,0.00261,0.0936,0.461,121.996,192846.0,Chillin',False
1856,Inside the Lines (feat. Casso),3qaYuV5XZAwiOvGE91HhwS,35oLMiAK4VM2T0ek3PTPIc,0.561,0.8,8.0,-4.576,1.0,0.0324,0.0709,0.000133,0.0934,0.399,96.989,204504.0,Chillin',False
1857,By Your Side,1D3ODoXHBLpdxolZRHWV1j,35oLMiAK4VM2T0ek3PTPIc,0.696,0.743,6.0,-3.838,1.0,0.0331,0.0778,0.0,0.0581,0.644,122.978,201254.0,Chillin',False
1858,The Dock of the Bay,1D8jvcCsh8sS1QQZohqVqz,35oLMiAK4VM2T0ek3PTPIc,0.9,0.69,2.0,-10.443,1.0,0.0415,0.00108,0.00121,0.332,0.581,120.013,146602.0,Chillin',False
1859,The Mack,7aV2mflaASUmGhCErm7kBO,35oLMiAK4VM2T0ek3PTPIc,0.707,0.883,0.0,-4.281,1.0,0.0602,0.0707,0.0,0.23,0.541,106.031,167038.0,Chillin',False
1860,Solo Dance,6HUnnBwYZqcED1eQztxMBN,35oLMiAK4VM2T0ek3PTPIc,0.744,0.836,6.0,-2.396,0.0,0.0507,0.0435,0.0,0.194,0.36,114.965,174933.0,Chillin',False
1861,Fireproof,0UnddeB02YdXiAcUnhpR1y,35oLMiAK4VM2T0ek3PTPIc,0.692,0.774,5.0,-4.228,0.0,0.0917,0.0149,1.02e-05,0.141,0.771,128.033,170093.0,Chillin',False
1862,Flowerchild,2d6WVCgODEWh3TB27uy6NI,35oLMiAK4VM2T0ek3PTPIc,0.639,0.713,7.0,-5.04,1.0,0.0505,0.0301,0.0,0.356,0.446,128.031,176267.0,Chillin',False
1863,In The Name Of Love - The Him Remix,2sp1QtoKfxJaSlsu8NOLTn,35oLMiAK4VM2T0ek3PTPIc,0.642,0.864,7.0,-3.657,1.0,0.0379,0.0455,1.98e-06,0.081,0.564,125.088,209280.0,Chillin',False
1864,Chasing Clouds,1HgLHs8lQk6zJlKnl9WQeS,35oLMiAK4VM2T0ek3PTPIc,0.671,0.73,0.0,-4.387,1.0,0.0269,0.184,0.00109,0.111,0.476,125.003,196268.0,Chillin',False
1865,Chasing Palm Trees,2DtuEJy6RzUNDtjPwb6XIy,35oLMiAK4VM2T0ek3PTPIc,0.761,0.897,9.0,-5.889,1.0,0.0434,0.64,0.672,0.0727,0.316,117.991,158649.0,Chillin',False
